east_err(m),north_err(m),up_err(m),2d_err(m),3d_err(m)
4.461202189966124715e+05,2.549568449630099814e+06,6.495301896361420862e+06,2.588304952888437547e+06,6.992014677760845050e+06
4.461205791467122035e+05,2.549568527137362864e+06,6.495301159614284523e+06,2.588305091311219614e+06,6.992014044593607076e+06
4.461209384187404066e+05,2.549568712780281901e+06,6.495300195969182067e+06,2.588305336099997628e+06,6.992013240021862090e+06
4.461215818639530917e+05,2.549570024583390914e+06,6.495298744215550832e+06,2.588306739175044000e+06,6.992012410791835748e+06
4.461218625178608927e+05,2.549570773230826482e+06,6.495298038205198944e+06,2.588307524991812184e+06,6.992012045830695890e+06
4.461227357447649701e+05,2.549571820681800600e+06,6.495296446972917765e+06,2.588308707276453264e+06,6.992011005298984237e+06
4.461231307229042286e+05,2.549572338392741513e+06,6.495295968993104063e+06,2.588309285318011884e+06,6.992010775254962966e+06
4.461234462168988539e+05,2.549573069534335285e+06,6.495295348386513069e+06,2.588310059896065854e+06,6.992010485470588319e+06
4.461245346028252970e+05,2.549573287751354277e+06,6.495293732006806880e+06,2.588310462442602497e+06,6.992009132934306748e+06
4.461256090804364067e+05,2.549573134971116669e+06,6.495293945947322063e+06,2.588310497147480957e+06,6.992009344523487613e+06
4.461265956255461206e+05,2.549573594803893939e+06,6.495292098418705165e+06,2.588311120141025167e+06,6.992007858864731155e+06
4.461268902176645934e+05,2.549574897080118768e+06,6.495291300419205800e+06,2.588312453703451902e+06,6.992007611215665936e+06
4.461275007801953470e+05,2.549575045355440117e+06,6.495288750110466965e+06,2.588312704997519497e+06,6.992005335106886923e+06
4.461281880121838767e+05,2.549575313771458808e+06,6.495288360458144918e+06,2.588313087849278469e+06,6.992005114860466681e+06
4.461286488047009916e+05,2.549575702793099917e+06,6.495288063710667193e+06,2.588313550472051837e+06,6.992005010448683985e+06
4.461287729134923429e+05,2.549576405459842179e+06,6.495286706938812509e+06,2.588314264014095534e+06,6.992004014203286730e+06
4.461286761609658715e+05,2.549576935073636472e+06,6.495285278680443764e+06,2.588314769024936948e+06,6.992002874355494976e+06
4.461289095910195610e+05,2.549577319210886024e+06,6.495284481462542899e+06,2.588315187647640705e+06,6.992002288739297539e+06
4.461295443916235818e+05,2.549577980349379126e+06,6.495282821046714671e+06,2.588315948307218496e+06,6.992001027863630094e+06
4.461298695476427674e+05,2.549578783258635085e+06,6.495281963993170299e+06,2.588316795244581066e+06,6.992000545217380859e+06
4.461301962559355306e+05,2.549579372750419658e+06,6.495279419936757535e+06,2.588317432226152625e+06,6.991998417692882009e+06
4.461306489790019114e+05,2.549580208212237339e+06,6.495277613197280094e+06,2.588318333216758911e+06,6.991997072837469168e+06
4.461306152145944070e+05,2.549580545015321579e+06,6.495276512465997599e+06,2.588318659159334842e+06,6.991996170961825177e+06
4.461308636813561316e+05,2.549580891995796468e+06,6.495274117687710561e+06,2.588319043773227371e+06,6.991994088689078577e+06
4.461312089869882329e+05,2.549582147859301418e+06,6.495272373028392904e+06,2.588320340358789545e+06,6.991992947947025299e+06
4.461312357660900452e+05,2.549582039046760648e+06,6.495271011770000681e+06,2.588320237790528219e+06,6.991991645425193012e+06
4.461317022751759505e+05,2.549582925851734821e+06,6.495268576279935427e+06,2.588321191732130945e+06,6.991989736089378595e+06
4.461318136389420251e+05,2.549583519498577807e+06,6.495267326932064258e+06,2.588321795689153951e+06,6.991988799072172493e+06
4.461319538990576984e+05,2.549583713741437532e+06,6.495266176731255837e+06,2.588322011200571433e+06,6.991987810362260789e+06
4.461322123597174068e+05,2.549584147629131097e+06,6.495264700587728992e+06,2.588322483143616933e+06,6.991986613792086951e+06
4.461329892658829922e+05,2.549585321983915288e+06,6.495263180621230975e+06,2.588323773832620587e+06,6.991985679599248804e+06
4.461337106034088065e+05,2.549586255208210554e+06,6.495261490376516245e+06,2.588324817422147375e+06,6.991984495753087103e+06
4.461340753578185686e+05,2.549586710612034425e+06,6.495260888728656806e+06,2.588325328880600631e+06,6.991984126181426458e+06
4.461348326399261714e+05,2.549587806311547756e+06,6.495258713489874266e+06,2.588326538709362037e+06,6.991982553335878998e+06
4.461353943163882941e+05,2.549588528283885680e+06,6.495256092241881415e+06,2.588327346689098515e+06,6.991980417408497073e+06
4.461356358065890381e+05,2.549588682123108767e+06,6.495254690589367412e+06,2.588327539850163739e+06,6.991979186837585643e+06
4.461361659687417559e+05,2.549589652938405983e+06,6.495254088530137204e+06,2.588328587516637053e+06,6.991979015380647033e+06
4.461367160851080553e+05,2.549590193405333906e+06,6.495252972613574937e+06,2.588329214715132024e+06,6.991978210920950398e+06
4.461372213981318055e+05,2.549590405535539612e+06,6.495252294400340877e+06,2.588329510768619832e+06,6.991977690484188497e+06
4.461379635146245710e+05,2.549590793514794670e+06,6.495252188319972716e+06,2.588330020855991635e+06,6.991977780767024495e+06
4.461390939423850505e+05,2.549591695738127455e+06,6.495251010864959098e+06,2.588331104422413744e+06,6.991977088081941940e+06
4.461402040573520935e+05,2.549592080025190488e+06,6.495249532480157912e+06,2.588331674303645734e+06,6.991975925687045790e+06
4.461406986286192550e+05,2.549592716411619913e+06,6.495248485811380669e+06,2.588332386412536260e+06,6.991975216988905333e+06
4.461409511049729190e+05,2.549593495282561053e+06,6.495247720183245838e+06,2.588333197144447360e+06,6.991974805874636397e+06
4.461413609447790659e+05,2.549593580997036770e+06,6.495246887616609223e+06,2.588333352218557149e+06,6.991974089861904271e+06
4.461416877094613737e+05,2.549593999921922572e+06,6.495245919220713899e+06,2.588333821196584962e+06,6.991973363872566260e+06
4.461420221306570456e+05,2.549594458695544396e+06,6.495245184845802374e+06,2.588334330746679101e+06,6.991972870298084803e+06
4.461428579441184993e+05,2.549595183498016559e+06,6.495243504493987188e+06,2.588335188767256681e+06,6.991971626950595528e+06
4.461439757181152818e+05,2.549595908047033008e+06,6.495242379200730473e+06,2.588336095139064826e+06,6.991970917128081433e+06
4.461442766576816794e+05,2.549596245976166800e+06,6.495241544419661164e+06,2.588336479882429820e+06,6.991970284079107456e+06
4.461445847157165408e+05,2.549596555824551731e+06,6.495241041570557281e+06,2.588336838192350697e+06,6.991969949595475569e+06
4.461451663930776995e+05,2.549596872655630577e+06,6.495240452677425928e+06,2.588337250543537550e+06,6.991969555186044425e+06
4.461455101274528424e+05,2.549597302653843537e+06,6.495239298031353392e+06,2.588337733354486059e+06,6.991968661299725063e+06
4.461459317678672378e+05,2.549597649036079645e+06,6.495238231377085671e+06,2.588338147229477298e+06,6.991967823634906672e+06
4.461464461788897170e+05,2.549598140137700364e+06,6.495236581939246505e+06,2.588338719648507424e+06,6.991966503280282021e+06
4.461464620156948804e+05,2.549598324650743976e+06,6.495237181811215356e+06,2.588338904129635543e+06,6.991967128828188404e+06
4.461468446081511793e+05,2.549598898779106326e+06,6.495236386836050078e+06,2.588339535611478146e+06,6.991966624097147956e+06
4.461477357307241764e+05,2.549599402805109043e+06,6.495235262620755471e+06,2.588340185694651213e+06,6.991965820402295329e+06
4.461479667502435041e+05,2.549599673277290538e+06,6.495235739639190957e+06,2.588340491939003579e+06,6.991966376899799332e+06
4.461480726641964284e+05,2.549600074574621860e+06,6.495235160495018587e+06,2.588340905486156233e+06,6.991965991989923641e+06
4.461483346734771039e+05,2.549600546271332540e+06,6.495233475840507075e+06,2.588341415284891147e+06,6.991964615739853121e+06
4.461486774589002598e+05,2.549601092967819888e+06,6.495231759659990668e+06,2.588342012884121854e+06,6.991963242706361227e+06
4.461490877224325086e+05,2.549601462525576353e+06,6.495231115831962787e+06,2.588342447627074551e+06,6.991962805554663762e+06
4.461506250157832401e+05,2.549601076086886693e+06,6.495231433587445877e+06,2.588342331954060588e+06,6.991963057914980687e+06
4.461510465950064827e+05,2.549601559212804772e+06,6.495230786333039403e+06,2.588342880516062025e+06,6.991962659714845940e+06
4.461511470011385973e+05,2.549602089646437671e+06,6.495228555817626417e+06,2.588343420317310374e+06,6.991960787490776740e+06
4.461515568116319482e+05,2.549602406171507668e+06,6.495227830089682713e+06,2.588343802743558306e+06,6.991960254890792072e+06
4.461520013622058905e+05,2.549602807470996398e+06,6.495227311627779156e+06,2.588344274663532618e+06,6.991959947961581871e+06
4.461527154258016380e+05,2.549603042980248109e+06,6.495226049594583921e+06,2.588344629730739165e+06,6.991958907029418275e+06
4.461529138587650959e+05,2.549603538747436833e+06,6.495224726603543386e+06,2.588345152281302493e+06,6.991957871470636688e+06
4.461535808214694844e+05,2.549603879215609748e+06,6.495225438424217515e+06,2.588345602617838886e+06,6.991958699430665933e+06
4.461558241946613416e+05,2.549604957976878621e+06,6.495227433087958954e+06,2.588347051923891064e+06,6.991961088903563097e+06
4.461560678783700569e+05,2.549605311785922851e+06,6.495226342705179006e+06,2.588347442441157531e+06,6.991960220550670289e+06
4.461569495100647327e+05,2.549606009799935389e+06,6.495225061280226335e+06,2.588348281975220423e+06,6.991959340949201956e+06
4.461575688522626297e+05,2.549606554251655471e+06,6.495223977603041567e+06,2.588348925034482498e+06,6.991958572314101271e+06
4.461575236940129544e+05,2.549606654548407067e+06,6.495223471600968391e+06,2.588349016045999713e+06,6.991958135951790027e+06
4.461564662428923184e+05,2.549607511430889834e+06,6.495222497341650538e+06,2.588349677828550339e+06,6.991957475892446004e+06
4.461583629724827479e+05,2.549607592626610305e+06,6.495221164015061222e+06,2.588350084750813898e+06,6.991956387928825803e+06
4.461592107475681114e+05,2.549608224715207703e+06,6.495220255743916146e+06,2.588350853510845918e+06,6.991955828771831468e+06
4.461591752138049342e+05,2.549608531777906232e+06,6.495219038035642356e+06,2.588351149852382950e+06,6.991954807276918553e+06
4.461589158027516678e+05,2.549608911459781695e+06,6.495217670886379667e+06,2.588351479135980830e+06,6.991953659152791835e+06
4.461591195517731248e+05,2.549609390255887061e+06,6.495216285355110653e+06,2.588351985886040609e+06,6.991952559649017639e+06
4.461599925491284812e+05,2.549609777663775254e+06,6.495215149054590613e+06,2.588352517975510098e+06,6.991951701050173491e+06
4.461603731137241703e+05,2.549610340876416769e+06,6.495213834907665849e+06,2.588353138356691692e+06,6.991950709924725816e+06
4.461604617352132918e+05,2.549610767256428488e+06,6.495212889721120708e+06,2.588353573630482890e+06,6.991949993022339419e+06
4.461609365089669009e+05,2.549611307804335840e+06,6.495211212299271487e+06,2.588354187925272156e+06,6.991948662177695893e+06
4.461618248220360838e+05,2.549611945253825746e+06,6.495210382330010645e+06,2.588354968954128213e+06,6.991948180302618071e+06
4.461623879252428887e+05,2.549612073495023884e+06,6.495210472459868528e+06,2.588355192339480855e+06,6.991948346724473871e+06
4.461634962776386528e+05,2.549612017386016902e+06,6.495209808554067276e+06,2.588355328120519407e+06,6.991947780250282027e+06
4.461638421428768779e+05,2.549612298701704014e+06,6.495209323960580863e+06,2.588355664843353909e+06,6.991947454736136831e+06
4.461642602715571411e+05,2.549612823208074085e+06,6.495209081667101942e+06,2.588356253573049325e+06,6.991947447598666884e+06
4.461731963367586723e+05,2.549616065504327882e+06,6.495218713661337271e+06,2.588360987692236435e+06,6.991958147822651081e+06
4.461733158292794251e+05,2.549616496854231693e+06,6.495217540186755359e+06,2.588361433183035348e+06,6.991957222633661702e+06
4.461742417656632024e+05,2.549616952626174316e+06,6.495217241632578894e+06,2.588362041742604226e+06,6.991957170573563315e+06
4.461747731652581133e+05,2.549617321699426509e+06,6.495216246998769231e+06,2.588362496892354917e+06,6.991956415095535107e+06
4.461752695595869445e+05,2.549617713005185593e+06,6.495215588519139215e+06,2.588362967907778453e+06,6.991955977763189003e+06
4.461761277609239914e+05,2.549618363362085540e+06,6.495215374720473774e+06,2.588363756464089267e+06,6.991956071070678532e+06
4.461763085026420886e+05,2.549618736540919635e+06,6.495214195143979043e+06,2.588364155212623999e+06,6.991955122910143808e+06
4.461770732339782408e+05,2.549618909906217828e+06,6.495213761383378878e+06,2.588364457805547863e+06,6.991954831983329728e+06
4.461778214780941489e+05,2.549619463503285311e+06,6.495213331116974354e+06,2.588365132096651942e+06,6.991954681902148761e+06
4.461791314386707963e+05,2.549619565142215230e+06,6.495213546228314750e+06,2.588365458023141138e+06,6.991955002386324108e+06
4.461792452190905460e+05,2.549620059128265362e+06,6.495212595341376029e+06,2.588365964227913413e+06,6.991954306447857991e+06
4.461711889760350459e+05,2.549617759747446980e+06,6.495201296363010071e+06,2.588362310553118587e+06,6.991942457641338930e+06
4.461717669768146006e+05,2.549618334857913200e+06,6.495200680390274152e+06,2.588362976688325871e+06,6.991942132028348744e+06
4.461719420691244304e+05,2.549618733566937968e+06,6.495199193473118357e+06,2.588363399610883556e+06,6.991940907311720774e+06
4.461723890413173940e+05,2.549619402568128426e+06,6.495198043818909675e+06,2.588364135645272210e+06,6.991940111809002236e+06
4.461729743437270517e+05,2.549619617139540147e+06,6.495197036491292529e+06,2.588364447897070087e+06,6.991939291640250012e+06
4.461732883902042522e+05,2.549619828969574999e+06,6.495195857251471840e+06,2.588364710690472275e+06,6.991938293463726528e+06
4.461737315988459159e+05,2.549620301017693244e+06,6.495194742942366749e+06,2.588365252071351744e+06,6.991937458736064844e+06
4.461740578138321289e+05,2.549620655545413028e+06,6.495193909322572872e+06,2.588365657524045091e+06,6.991936834436573088e+06
4.461747579045574530e+05,2.549620857434770092e+06,6.495193041820949875e+06,2.588365977070785593e+06,6.991936146860674024e+06
4.461825247569950880e+05,2.549623884282084182e+06,6.495200782266105525e+06,2.588370297445902135e+06,6.991944936757612973e+06
4.461829918030292029e+05,2.549623966069443617e+06,6.495199763590156101e+06,2.588370458518251311e+06,6.991944050081607886e+06
4.461833984395973966e+05,2.549624077850702219e+06,6.495198950701649301e+06,2.588370638722196687e+06,6.991943361655252054e+06
4.461839104222342139e+05,2.549624456644902937e+06,6.495198266128131188e+06,2.588371100101662800e+06,6.991942896517059766e+06
4.461843849264595774e+05,2.549624930333420634e+06,6.495197395849596709e+06,2.588371648494455032e+06,6.991942291079159826e+06
4.461846384118841379e+05,2.549625212985034101e+06,6.495196148801300675e+06,2.588371970610816963e+06,6.991941251873257570e+06
4.461852365989806713e+05,2.549625359331117477e+06,6.495195786846460775e+06,2.588372217881968245e+06,6.991941007171845064e+06
4.461857184742009849e+05,2.549625612152230926e+06,6.495194962150236592e+06,2.588372549984444864e+06,6.991940364008747973e+06
4.461860102090865839e+05,2.549626036826462019e+06,6.495194240107051097e+06,2.588373018590966705e+06,6.991939866738666780e+06
4.461863077267167391e+05,2.549626530022389255e+06,6.495193293584237806e+06,2.588373555690293200e+06,6.991939186292917468e+06
4.461862612935496727e+05,2.549626949878499843e+06,6.495191808828191832e+06,2.588373961257116869e+06,6.991937957160567865e+06
4.461861512295414577e+05,2.549627511049608700e+06,6.495190123657926917e+06,2.588374495054773521e+06,6.991936589322984219e+06
4.461863817639490589e+05,2.549627731244605035e+06,6.495189063352152705e+06,2.588374751693254337e+06,6.991935699353400618e+06
4.461804295063719619e+05,2.549625676359453704e+06,6.495180492679031566e+06,2.588371701519295108e+06,6.991926608432336710e+06
4.461806187695185654e+05,2.549625809201698285e+06,6.495179324383395724e+06,2.588371864997949917e+06,6.991925583657946438e+06
